id,z_min,z_max
001481_1875-ORI_185_hv_flip.tif,-4225.661133,-4092.392578
001481_1875-ORI_186.tif,-4198.967285,-4052.519287
001481_1875-ORI_186_v_flip.tif,-4198.967285,-4052.519287
001481_1875-ORI_186_h_flip.tif,-4198.967285,-4052.519287
001481_1875-ORI_186_hv_flip.tif,-4198.967285,-4052.519287
001481_1875-ORI_187.tif,-3858.499268,-3710.591797
001481_1875-ORI_187_v_flip.tif,-3858.499268,-3710.591797
001481_1875-ORI_187_h_flip.tif,-3858.499268,-3710.591797
001481_1875-ORI_187_hv_flip.tif,-3858.499268,-3710.591797
001481_1875-ORI_188.tif,-3878.709717,-3792.368164
001481_1875-ORI_188_v_flip.tif,-3878.709717,-3792.368164
001481_1875-ORI_188_h_flip.tif,-3878.709717,-3792.368164
001481_1875-ORI_188_hv_flip.tif,-3878.709717,-3792.368164
001481_1875-ORI_189.tif,-3392.554932,-3112.391113
001481_1875-ORI_189_v_flip.tif,-3392.554932,-3112.391113
001481_1875-ORI_189_h_flip.tif,-3392.554932,-3112.391113
001481_1875-ORI_189_hv_flip.tif,-3392.554932,-3112.391113
001481_1875-ORI_19.tif,-3579.443115,-3375.395264
001481_1875-ORI_19_v_flip.tif,-3579.443115,-3375.395264
001481_1875-ORI_19_h_flip.tif,-3579.443115,-3375.395264
001481_1875-ORI_19_hv_flip.tif,-3579.443115,-3375.395264
001481_1875-ORI_190.tif,-3897.761475,-3778.316162
001481_1875-ORI_190_v_flip.tif,-3897.761475,-3778.316162
001481_1875-ORI_190_h_flip.tif,-3897.761475,-3778.316162
001481_1875-ORI_190_hv_flip.tif,-3897.761475,-3778.316162
001481_1875-ORI_191.tif,-3902.262207,-3812.668701
001481_1875-ORI_191_v_flip.tif,-3902.262207,-3812.668701
001481_1875-ORI_191_h_flip.tif,-3902.262207,-3812.668701
001481_1875-ORI_191_hv_flip.tif,-3902.262207,-3812.668701
001481_1875-ORI_192.tif,-3910.702148,-3833.942139
001481_1875-ORI_192_v_flip.tif,-3910.702148,-3833.942139
001481_1875-ORI_192_h_flip.tif,-3910.702148,-3833.942139
001481_1875-ORI_192_hv_flip.tif,-3910.702148,-3833.942139
001481_1875-ORI_193.tif,-3915.778320,-3846.731445
001481_1875-ORI_193_v_flip.tif,-3915.778320,-3846.731445
001481_1875-ORI_193_h_flip.tif,-3915.778320,-3846.731445
001481_1875-ORI_193_hv_flip.tif,-3915.778320,-3846.731445
001481_1875-ORI_167.tif,-3731.067627,-3469.162109
001481_1875-ORI_167_v_flip.tif,-3731.067627,-3469.162109
001481_1875-ORI_167_h_flip.tif,-3731.067627,-3469.162109
001481_1875-ORI_167_hv_flip.tif,-3731.067627,-3469.162109
001481_1875-ORI_168.tif,-3771.082275,-3612.442383
001481_1875-ORI_168_v_flip.tif,-3771.082275,-3612.442383
001481_1875-ORI_168_h_flip.tif,-3771.082275,-3612.442383
001481_1875-ORI_168_hv_flip.tif,-3771.082275,-3612.442383
001481_1875-ORI_169.tif,-3771.082275,-3686.196045
001481_1875-ORI_169_v_flip.tif,-3771.082275,-3686.196045
001481_1875-ORI_169_h_flip.tif,-3771.082275,-3686.196045
001481_1875-ORI_169_hv_flip.tif,-3771.082275,-3686.196045
001481_1875-ORI_17.tif,-3587.213379,-3476.411621
001481_1875-ORI_17_v_flip.tif,-3587.213379,-3476.411621
001481_1875-ORI_17_h_flip.tif,-3587.213379,-3476.411621
001481_1875-ORI_17_hv_flip.tif,-3587.213379,-3476.411621
001481_1875-ORI_170.tif,-3793.603027,-3658.943359
001481_1875-ORI_170_v_flip.tif,-3793.603027,-3658.943359
001481_1875-ORI_170_h_flip.tif,-3793.603027,-3658.943359
001481_1875-ORI_170_hv_flip.tif,-3793.603027,-3658.943359
001481_1875-ORI_171.tif,-3848.750488,-3687.093994
001481_1875-ORI_171_v_flip.tif,-3848.750488,-3687.093994
001481_1875-ORI_171_h_flip.tif,-3848.750488,-3687.093994
001481_1875-ORI_171_hv_flip.tif,-3848.750488,-3687.093994
001481_1875-ORI_172.tif,-3880.636963,-3787.588379
001481_1875-ORI_172_v_flip.tif,-3880.636963,-3787.588379
001481_1875-ORI_172_h_flip.tif,-3880.636963,-3787.588379
001481_1875-ORI_172_hv_flip.tif,-3880.636963,-3787.588379
001481_1875-ORI_173.tif,-3936.192383,-3821.414795
001481_1875-ORI_173_v_flip.tif,-3936.192383,-3821.414795
001481_1875-ORI_173_h_flip.tif,-3936.192383,-3821.414795
001481_1875-ORI_173_hv_flip.tif,-3936.192383,-3821.414795
001481_1875-ORI_174.tif,-4015.471191,-3823.499756
001481_1875-ORI_174_v_flip.tif,-4015.471191,-3823.499756
001481_1875-ORI_174_h_flip.tif,-4015.471191,-3823.499756
001481_1875-ORI_174_hv_flip.tif,-4015.471191,-3823.499756
001481_1875-ORI_175.tif,-3361.328613,-3112.126953
001481_1875-ORI_175_v_flip.tif,-3361.328613,-3112.126953
001481_1875-ORI_175_h_flip.tif,-3361.328613,-3112.126953
001481_1875-ORI_175_hv_flip.tif,-3361.328613,-3112.126953
001481_1875-ORI_121.tif,-3642.461914,-3533.299316
001481_1875-ORI_121_v_flip.tif,-3642.461914,-3533.299316
001481_1875-ORI_121_h_flip.tif,-3642.461914,-3533.299316
001481_1875-ORI_121_hv_flip.tif,-3642.461914,-3533.299316
001481_1875-ORI_122.tif,-3709.988281,-3533.299316
001481_1875-ORI_122_v_flip.tif,-3709.988281,-3533.299316
001481_1875-ORI_122_h_flip.tif,-3709.988281,-3533.299316
001481_1875-ORI_122_hv_flip.tif,-3709.988281,-3533.299316
001481_1875-ORI_123.tif,-3591.244629,-3399.802490
001481_1875-ORI_123_v_flip.tif,-3591.244629,-3399.802490
001481_1875-ORI_123_h_flip.tif,-3591.244629,-3399.802490
001481_1875-ORI_123_hv_flip.tif,-3591.244629,-3399.802490
001481_1875-ORI_124.tif,-3619.766602,-3539.435303
001481_1875-ORI_124_v_flip.tif,-3619.766602,-3539.435303
001481_1875-ORI_124_h_flip.tif,-3619.766602,-3539.435303
001481_1875-ORI_124_hv_flip.tif,-3619.766602,-3539.435303
001481_1875-ORI_125.tif,-3639.537354,-3570.052979
001481_1875-ORI_125_v_flip.tif,-3639.537354,-3570.052979
001481_1875-ORI_125_h_flip.tif,-3639.537354,-3570.052979
001481_1875-ORI_125_hv_flip.tif,-3639.537354,-3570.052979
001481_1875-ORI_126.tif,-3717.587646,-3551.407227
001481_1875-ORI_126_v_flip.tif,-3717.587646,-3551.407227
001481_1875-ORI_126_h_flip.tif,-3717.587646,-3551.407227
001481_1875-ORI_126_hv_flip.tif,-3717.587646,-3551.407227
001481_1875-ORI_127.tif,-3780.239746,-3556.025635
001481_1875-ORI_127_v_flip.tif,-3780.239746,-3556.025635
001481_1875-ORI_127_h_flip.tif,-3780.239746,-3556.025635
001481_1875-ORI_127_hv_flip.tif,-3780.239746,-3556.025635
001481_1875-ORI_128.tif,-3822.479004,-3626.041992
001481_1875-ORI_128_v_flip.tif,-3822.479004,-3626.041992
001481_1875-ORI_128_h_flip.tif,-3822.479004,-3626.041992
001481_1875-ORI_128_hv_flip.tif,-3822.479004,-3626.041992
001481_1875-ORI_129.tif,-3453.378418,-3417.414795
001481_1875-ORI_129_v_flip.tif,-3453.378418,-3417.414795
001481_1875-ORI_129_h_flip.tif,-3453.378418,-3417.414795
001481_1875-ORI_129_hv_flip.tif,-3453.378418,-3417.414795
001481_1875-ORI_13.tif,-3598.079590,-3493.454346
001481_1875-ORI_13_v_flip.tif,-3598.079590,-3493.454346
001481_1875-ORI_13_h_flip.tif,-3598.079590,-3493.454346
001481_1875-ORI_13_hv_flip.tif,-3598.079590,-3493.454346
001336_1560-ORI_1.tif,-1431.691040,-1391.123535
001336_1560-ORI_1_v_flip.tif,-1431.691040,-1391.123535
001336_1560-ORI_1_h_flip.tif,-1431.691040,-1391.123535
001336_1560-ORI_1_hv_flip.tif,-1431.691040,-1391.123535
001336_1560-ORI_10.tif,-1400.369629,-1336.851318
001336_1560-ORI_10_v_flip.tif,-1400.369629,-1336.851318
001336_1560-ORI_10_h_flip.tif,-1400.369629,-1336.851318
001336_1560-ORI_10_hv_flip.tif,-1400.369629,-1336.851318
001336_1560-ORI_11.tif,-1433.334839,-1395.634155
001336_1560-ORI_11_v_flip.tif,-1433.334839,-1395.634155
001336_1560-ORI_11_h_flip.tif,-1433.334839,-1395.634155
001336_1560-ORI_11_hv_flip.tif,-1433.334839,-1395.634155
001336_1560-ORI_13.tif,-1424.247803,-1351.357056
001336_1560-ORI_13_v_flip.tif,-1424.247803,-1351.357056
001336_1560-ORI_13_h_flip.tif,-1424.247803,-1351.357056
001336_1560-ORI_13_hv_flip.tif,-1424.247803,-1351.357056
001336_1560-ORI_2.tif,-1431.798950,-1391.123535
001336_1560-ORI_2_v_flip.tif,-1431.798950,-1391.123535
001336_1560-ORI_2_h_flip.tif,-1431.798950,-1391.123535
001336_1560-ORI_2_hv_flip.tif,-1431.798950,-1391.123535
001336_1560-ORI_3.tif,-1428.055664,-1387.889771
001336_1560-ORI_3_v_flip.tif,-1428.055664,-1387.889771
001336_1560-ORI_3_h_flip.tif,-1428.055664,-1387.889771
001336_1560-ORI_3_hv_flip.tif,-1428.055664,-1387.889771
001336_1560-ORI_4.tif,-1428.371094,-1387.889771
001336_1560-ORI_4_v_flip.tif,-1428.371094,-1387.889771
001336_1560-ORI_4_h_flip.tif,-1428.371094,-1387.889771
001336_1560-ORI_4_hv_flip.tif,-1428.371094,-1387.889771
001336_1560-ORI_5.tif,-1418.943848,-1347.310913
001336_1560-ORI_5_v_flip.tif,-1418.943848,-1347.310913
001336_1560-ORI_5_h_flip.tif,-1418.943848,-1347.310913
001336_1560-ORI_5_hv_flip.tif,-1418.943848,-1347.310913
001336_1560-ORI_6.tif,-1423.431274,-1383.625122
001336_1560-ORI_6_v_flip.tif,-1423.431274,-1383.625122
001336_1560-ORI_6_h_flip.tif,-1423.431274,-1383.625122
001336_1560-ORI_6_hv_flip.tif,-1423.431274,-1383.625122
001336_1560-ORI_7.tif,-1418.588623,-1346.499756
001336_1560-ORI_7_v_flip.tif,-1418.588623,-1346.499756
001336_1560-ORI_7_h_flip.tif,-1418.588623,-1346.499756
001336_1560-ORI_7_hv_flip.tif,-1418.588623,-1346.499756
001481_1875-ORI_202.tif,-4681.218750,-4583.091797
001481_1875-ORI_202_v_flip.tif,-4681.218750,-4583.091797
001481_1875-ORI_202_h_flip.tif,-4681.218750,-4583.091797
001481_1875-ORI_202_hv_flip.tif,-4681.218750,-4583.091797
001481_1875-ORI_203.tif,-3405.471924,-3353.803467
001481_1875-ORI_203_v_flip.tif,-3405.471924,-3353.803467
001481_1875-ORI_203_h_flip.tif,-3405.471924,-3353.803467
001481_1875-ORI_203_hv_flip.tif,-3405.471924,-3353.803467
001481_1875-ORI_204.tif,-3424.600342,-3379.548584
001481_1875-ORI_204_v_flip.tif,-3424.600342,-3379.548584
001481_1875-ORI_204_h_flip.tif,-3424.600342,-3379.548584
001481_1875-ORI_204_hv_flip.tif,-3424.600342,-3379.548584
001481_1875-ORI_205.tif,-3427.311768,-3388.369629
001481_1875-ORI_205_v_flip.tif,-3427.311768,-3388.369629
001481_1875-ORI_205_h_flip.tif,-3427.311768,-3388.369629
001481_1875-ORI_205_hv_flip.tif,-3427.311768,-3388.369629
001481_1875-ORI_206.tif,-3446.276855,-3409.316650
001481_1875-ORI_206_v_flip.tif,-3446.276855,-3409.316650
001481_1875-ORI_206_h_flip.tif,-3446.276855,-3409.316650
001481_1875-ORI_206_hv_flip.tif,-3446.276855,-3409.316650
001481_1875-ORI_207.tif,-3405.396484,-3359.071045
001481_1875-ORI_207_v_flip.tif,-3405.396484,-3359.071045
001481_1875-ORI_207_h_flip.tif,-3405.396484,-3359.071045
